GivenName,Surname,StreetAddress,City,ZipCode,CCType,CCNumber,CVV2,CCExpires,Birthday
Andrea,Böröcz,Erzsébet krt. 28.,Pilisszentlélek,2500,MasterCard,5511609060847026,805,10/2018,9/12/1944
Szervác,Kertész,Wesselényi u. 93.,Sérfenyôsziget,9266,MasterCard,5449926491570705,343,10/2017,5/31/1989
Csepel,Szõke,Dayka Gábor u. 60.,Magyartés,6611,MasterCard,5299747334207474,105,1/2016,5/14/1980
Izsak,Fenyvessy,Bécsi utca 55.,Rábacsécsény,9136,MasterCard,5489617972045454,336,4/2019,1/2/1960
Vince,Végh,Apor Péter u. 73.,Tisztaberek,4969,MasterCard,5532106571032797,901,5/2019,6/22/1979
Lajos,Baranyi,Árpád fejedelem útja 14.,Budapest,1157,MasterCard,5402224964966955,951,6/2019,6/16/1994
Adél,Kôvári,Piroska u. 98.,Monyoród,7751,MasterCard,5570969274068308,823,9/2017,5/13/1939
Marót,Majoros,Apáczai Csere János u. 61.,Ecseg,3053,Visa,4916321640309733,202,8/2015,2/21/1974
Zekö,Weress,Csabai kapu 14.,Budapest,1108,Visa,4539438089010916,154,3/2018,11/26/1935
Pongor,Kárpáti,Csabai kapu 74.,Budapest,1024,MasterCard,5261700298308113,098,8/2019,9/30/1948
Sandor,Mester,Tas vezér u. 75.,Dunakömlôd,7027,Visa,4929738092020192,968,5/2019,2/19/1945
Ágnes,Fejes,Agip u. 42.,Gordisa,7853,Visa,4716904369328737,672,8/2015,3/29/1949
Keled,Szántó,Apáczai Csere János u. 68.,Mátraverebély,3077,Visa,4716918666063581,175,6/2019,10/30/1929
Keve,Széll,Apáczai Csere János u. 85.,Karancskeszi,3183,MasterCard,5248629914907677,331,5/2015,5/25/1963
Timur,Szabó,Munkácsy Mihály út 98.,Bábolna,2943,Visa,4916527241984613,838,10/2017,9/7/1971
Zsofika,Szatmáry,Király u. 22.,Fülöpszállás,6085,Visa,4929885618069136,823,3/2019,12/3/1952
Margo,Szathmáry,Rákóczi út 79.,Vállus,8316,Visa,4556772861214280,476,5/2015,6/5/1966
Lukacs,Bakos,Apor Péter u. 89.,Tiszavárkony,5092,Visa,4539611298401619,506,7/2015,4/18/1935
Flóra,Sinka,Bécsi utca 10.,Nagyszentjános,9072,Visa,4929125096542548,696,5/2016,3/9/1987
Markos,Lörinc,Kis Diófa u. 50.,Hegyháthodász,9915,Visa,4539323176255881,869,5/2015,12/23/1935
Virag,Bernáth,Nagytétényi út 71.,Nagylak,6933,Visa,4539662665603485,247,7/2017,7/17/1968
Franciska,Deák,Apor Péter u. 55.,Garbolc,4976,Visa,4532420827758276,311,12/2016,12/27/1937
Zaránd,Bányai,Agip u. 3.,Királyegyháza,7953,MasterCard,5539252337101022,677,1/2016,12/28/1958
Asztrik,Csorba,Kis Diófa u. 86.,Kemenestaródfa,9923,MasterCard,5119167957095932,963,1/2015,10/8/1987
Klaudia,Szõke,Szilágyi Erzsébet fasor 57.,Gyulaj,7227,MasterCard,5514848582306957,105,1/2017,10/6/1929
Dorika,Donka,Hegedûs Gyula utca 41.,Mogyorósbánya,2535,Visa,4929528889807095,321,2/2019,11/1/1968
Zsuska,Kerekes,Tompa u. 24.,Sárrétudvari,4171,MasterCard,5442035679039587,279,6/2016,7/14/1940
Ferko,Illyés,Izabella u. 75.,Bakonygyepes,8448,MasterCard,5279108153539683,016,6/2018,12/21/1972
Aurelia,Nagy,Munkácsy Mihály út 71.,Héhalom,3041,MasterCard,5578997443653496,302,6/2019,8/24/1942
Roza,Forgács,Nyár utca 75.,Botfa,8943,Visa,4716675339325330,946,4/2015,6/20/1967
Hajnalka,Sultis,Erzsébet tér 41.,Erk,3295,MasterCard,5443452929922083,905,8/2017,10/28/1984
Zsuska,Sághy,Kálmán Imre u. 36.,Zalaszentgrót,8793,MasterCard,5477545800453133,400,6/2019,6/11/1984
Florka,Hoffman,Árpád fejedelem útja 29.,Budapest,1213,Visa,4929600125665544,245,2/2019,1/21/1961
Noémi,Tolnai,Kossuth Lajos u. 78.,Boda,7672,Visa,4556343439717756,174,8/2018,12/30/1978
Orzsebet,Földesy,Tompa u. 12.,Szakoly,4234,Visa,4485297791172784,075,11/2019,3/26/1956
Viktoria,Pethö,Síp utca 12.,Iklad,2181,MasterCard,5466866722168663,201,5/2018,6/26/1994
Szescõ,Kárpáthy,Hegyalja út 34.,Tedej,4085,MasterCard,5132327793758183,294,8/2016,7/30/1965
Szalók,Márkus,Kárpát u. 59.,Pápadereske,8593,MasterCard,5436819229489683,367,4/2018,2/22/1975
Tihamér,Katona,Dayka Gábor u. 9.,Állampuszta,6327,MasterCard,5277293342949233,311,11/2015,10/11/1930
Rebeka,Gyôri,Nagytétényi út 52.,Szeged,6720,MasterCard,5325039610724382,923,1/2016,12/21/1987
Szemere,Lengyel,Hegedûs Gyula utca 20.,Ipolytölgyes,2633,Visa,4485355557547266,763,5/2015,9/22/1947
László,Takách,Kossuth Lajos u. 79.,Pécs,7632,Visa,4916106232088955,328,8/2019,12/9/1948
Jozsef,Erdélyi,Dózsa György út 21.,Miskolc,3530,Visa,4485014471366598,711,9/2017,2/19/1961
Peterke,Sinko,Kárpát u. 53.,Marcaltô,8532,Visa,4556660080619548,844,3/2016,8/8/1956
Miksa,Lendvai,Síp utca 97.,Csomád,2161,MasterCard,5329295522027399,272,4/2017,4/14/1943
Kinga,Csizmazia,Bem rkp. 20.,Encs,3860,MasterCard,5171182607820766,304,2/2016,7/3/1968
Uzor,Antal,Király u. 87.,Izsák,6070,Visa,4485340485997668,501,1/2017,9/25/1953
Jolan,Földesy,Király u. 97.,Pusztaszenttornya,5908,MasterCard,5555860820764327,236,3/2016,4/20/1955
Zsanett,Sallay,Csavargyár u. 4.,Petrivente,8884,Visa,4929844833206098,966,4/2015,8/8/1956
Antal,Saághy,Erzsébet tér 37.,Recsk,3245,MasterCard,5465284044792205,007,9/2018,3/12/1950
Lantos,Gyenes,Baross tér 10.,Kánó,3735,MasterCard,5599061003914460,965,1/2018,3/15/1962
Ildiko,Meyer,Belgrád rkp. 30.,Vasszécsény,9763,MasterCard,5244686656943116,544,1/2015,6/3/1931
Ugod,Havasi,Nagytétényi út 53.,Sárbogárd,7003,Visa,4556796740563567,775,11/2019,5/20/1970
Kamilla,Vass,Rákóczi út 5.,Balatonrendes,8255,Visa,4916765658912020,714,6/2019,11/6/1940
Zita,Baranyi,Belgrád rkp. 51.,Harasztifalu,9784,MasterCard,5511431767059874,019,6/2019,1/29/1982
Imre,Szöllösy,Budaörsi út 58.,Oros,4551,MasterCard,5583155193685506,380,2/2017,8/8/1931
Karola,Gerô,Apáczai Csere János u. 30.,Kisbágyon,3046,MasterCard,5580546208302934,569,12/2016,12/3/1931
Ildiko,Kardos,Erzsébet tér 56.,Eger,3300,MasterCard,5572101229371557,007,3/2015,2/18/1930
Katakin,Pataki,Apor Péter u. 34.,Tiszabura,5235,MasterCard,5270059397381979,098,8/2017,12/5/1949
Ica Ilka,Szigeti,Budaörsi út 5.,Gégény,4517,MasterCard,5465469542636927,868,2/2017,9/16/1985
Szalyk,Kurucz,Árpád fejedelem útja 53.,Visegrád,2025,MasterCard,5295905518299766,958,11/2016,9/25/1938
Regina,Szôlôsy,Csabai kapu 46.,Budapest,1135,MasterCard,5314960267049844,197,3/2016,8/18/1962
Dóra,Böröcz,Síp utca 25.,Szôd,2134,MasterCard,5564742607062514,310,9/2015,4/15/1954
Vidor,Benczik,Tas vezér u. 8.,Zomba,7173,MasterCard,5498226776382508,106,8/2018,3/12/1968
Katalin,Majoros,Tas vezér u. 65.,Várdomb,7146,MasterCard,5436295083185529,693,5/2019,10/12/1936
Liliána,Bencik,Nagytétényi út 34.,Igar,7016,Visa,4716830377860611,571,10/2017,4/27/1967
Alberta,Veress,Piroska u. 11.,Siklósbodony,7814,Visa,4929061376940997,807,11/2016,6/16/1963
Imre,Gulyás,Kálmán Imre u. 2.,Pacsa,8761,MasterCard,5389450297007152,467,7/2019,12/9/1975
Ompoly,Joó,Tas vezér u. 59.,Decs,7144,MasterCard,5296166723467024,348,6/2017,9/21/1978
Adony,Majoros,Eötvös út 61.,Heresznye,7587,Visa,4916912061045606,283,9/2016,5/5/1962
Georgina,Gergely,Teréz krt. 36.,Úrhida,8142,Visa,4916508767953588,159,6/2019,12/4/1958
Alexa,Szepesy,Nánási út 24.,Balatonboglár,8630,Visa,4532968782774498,098,8/2015,4/28/1975
Ozsvát,Takách,Baross tér 87.,Szin,3761,Visa,4716167723755991,789,9/2015,6/19/1948
Keled,Török,Szent Gellért tér 4.,Hejôkeresztúr,3597,MasterCard,5214415800582190,776,12/2016,4/20/1981
Arnold,Sebestyén,Teréz krt. 92.,Balatonfûzfô,8175,Visa,4556152167519130,082,9/2016,4/20/1965
Attila,Polgár,Bem rkp. 17.,Erdôbénye,3932,Visa,4556963748394037,046,1/2016,6/7/1994
Éva,Szöllôsy,Teréz krt. 7.,Balatonbozsok,8131,Visa,4716994941131576,096,8/2018,7/12/1943
Bálint,Váradi,Kárpát u. 21.,Karakószörcsök,8491,MasterCard,5368081659476696,095,11/2019,6/4/1947
Erzebet,Lôrincz,Nagytétényi út 78.,Mórahalom,6782,Visa,4485013931407141,935,2/2017,12/5/1943
Bajnok,Nagy,Kossuth Lajos u. 1.,Pusztakisfalu,7720,Visa,4532125651281192,881,10/2019,12/27/1989
Vayk,Illyés,Apor Péter u. 78.,Rozsály,4971,Visa,4929287405869150,122,9/2016,11/26/1978
Márk,Bernát,Bem rkp. 86.,Hidasnémeti,3876,MasterCard,5228434862272487,753,7/2019,8/26/1992
Szilveszter,Nemes,Csavargyár u. 28.,Nemessándorháza,8925,Visa,4485619592963162,829,9/2016,10/28/1941
Botond,Kelemen,Király u. 5.,Tiszabög,6062,MasterCard,5174812566521867,901,8/2017,4/1/1985
Bella,Kocsis,Teréz krt. 44.,Várpalota,8104,MasterCard,5204961641998253,235,3/2016,2/15/1960
Csilla,Kozma,Eötvös út 70.,Komlósd,7582,MasterCard,5470912376498776,875,10/2018,5/21/1953
Taksony,Szathmáry,Eötvös út 48.,Rinyaújlak,7556,MasterCard,5559198051231856,315,10/2017,3/25/1982
Lazar,Saági,Szent Gellért tér 69.,Lénárddaróc,3648,Visa,4929557533778881,219,11/2019,11/18/1986
Darda,Berki,Erzsébet tér 4.,Tarnalelesz,3258,Visa,4539929357608514,194,2/2017,3/31/1940
Diána,Ambrus,Izabella u. 9.,Vindornyafok,8354,MasterCard,5178742819907546,913,4/2017,7/22/1960
Hajnalka,Szánthó,Árpád fejedelem útja 26.,Budapest,1137,Visa,4716241703730231,462,4/2018,9/11/1946
Szalyk,Fenyvessy,Hegedûs Gyula utca 56.,Szokolya,2624,Visa,4716329725165344,207,12/2018,7/8/1933
Blanka,Kárpáty,Kárpát u. 43.,Vaszar,8542,MasterCard,5406831224868874,309,11/2018,11/14/1988
Blanka,Saáry,Szilágyi Erzsébet fasor 28.,Tékes,7381,MasterCard,5496726430472902,199,11/2017,3/11/1942
Brigitta,Tóth,Hegedûs Gyula utca 41.,Patak,2648,Visa,4929649640323592,591,7/2018,12/1/1946
Ágnes,Kovács,Dayka Gábor u. 3.,Szeremle,6512,Visa,4485062524744683,321,6/2017,7/30/1992
Kapolcs,Antall,Budaörsi út 41.,Hodász,4334,Visa,4716775870550054,291,10/2017,9/17/1944
Panna,Szöts,Kárpát u. 73.,Kisszôlôs,8483,Visa,4532155871130879,768,7/2016,3/21/1950
Bodor,Fülöp,Nyár utca 64.,Salomvár,8995,Visa,4916515153721206,962,7/2017,8/13/1940
Bella,Bogdán,Erzsébet tér 54.,Besenyôtelek,3373,MasterCard,5404700526390675,234,4/2016,2/28/1934
Vilmos,Gyôrffy,Wesselényi u. 19.,Vág,9327,MasterCard,5189337441894951,488,1/2017,2/12/1942
Dacso,Gölöncsér,Bem rakpart 48.,Beregdaróc,4934,Visa,4556778969867242,347,12/2017,12/3/1988
Moricz,Seres,Szent Gellért tér 46.,Imola,3725,MasterCard,5567619733582317,720,10/2017,7/4/1955
Ákos,Tar,Tas vezér u. 2.,Mucsi,7195,Visa,4716246736825858,572,5/2018,11/22/1956
Imre,Lendvai,Kossuth Lajos u. 96.,Székelyszabar,7737,MasterCard,5252245627092435,629,9/2016,12/31/1984
Kellman,Sinko,Teréz krt. 84.,Tabajd,8088,Visa,4916608032766730,235,5/2015,6/23/1952
Rezsõ,Galambos,Bem rkp. 96.,Baktakék,3836,MasterCard,5213560980190008,778,1/2017,11/24/1933
Veronika,Mayer,Victor Hugo u. 20.,Bejcgyertyános,9683,Visa,4532947120293866,448,9/2017,8/18/1987
Bodor,Gulyás,Kossuth Lajos u. 94.,Erdôsmecske,7723,Visa,4916947865187550,348,9/2018,3/29/1957
Frigyes,Bogdán,Dózsa György út 85.,Szentistván,3418,Visa,4539812316348531,368,9/2016,7/10/1985
Zámor,Sághy,Eötvös út 23.,Rinyaújnép,7584,Visa,4539056951977788,847,8/2016,9/7/1950
Zámor,Szôllôsi,Nánási út 81.,Balatonkeresztúr,8647,Visa,4929098474351966,849,1/2015,11/30/1992
Fereng,Földesy,Veres Pálné u. 25.,Mezôbereny,5650,MasterCard,5201969923271870,044,6/2016,9/28/1939
Sarika,Máthé,Nagytétényi út 98.,Szeged,6721,MasterCard,5355101709347880,137,2/2019,10/3/1993
Samuka,Makkay,Dayka Gábor u. 83.,Kéleshalom,6444,Visa,4539564543662180,266,5/2018,1/3/1952
Gréta,Sárközi,Kis Diófa u. 10.,Ispánk,9941,MasterCard,5269076635274363,713,3/2019,7/2/1994
László,Benedek,Szent Gellért tér 20.,Felsônyárád,3721,Visa,4556752598242648,384,8/2016,10/3/1974
Franciska,Ságy,Belgrád rkp. 7.,Csehi,9833,MasterCard,5354859517224366,880,9/2015,9/8/1970
Agotha,Szöllössy,Apáczai Csere János u. 34.,Rákóczitelep,3151,MasterCard,5354243632207749,723,4/2019,1/6/1971
Keve,Kállay,Síp utca 83.,Vácrátót,2163,Visa,4716248437030556,048,6/2017,2/4/1974
Marcell,Rigó,Bécsi utca 95.,Felpéc,9122,MasterCard,5552598822681742,686,11/2019,5/30/1954
Bianka,Kováts,Veres Pálné u. 87.,Tiszasas,5474,MasterCard,5197805428890176,942,11/2017,11/17/1966
Bodi,Seres,Tompa u. 12.,Sáránd,4272,Visa,4716736426851438,635,3/2015,3/26/1943
Zalán,Kósa,Rákóczi út 38.,Sümeg,8330,Visa,4556900547635277,252,6/2019,4/27/1968
Szescx,Ferencz,Budaörsi út 67.,Pátroha,4523,MasterCard,5141464979924443,620,8/2015,12/13/1977
Ors,Kósa,Nánási út 79.,Somogymeggyes,8673,MasterCard,5475901976089585,796,8/2019,7/25/1992
Szilvia,Pap,Síp utca 56.,Bénye,2216,MasterCard,5320255318379445,021,11/2017,5/5/1982
Csilla,Berecz,Árpád fejedelem útja 55.,Budapest,1181,MasterCard,5405387480325142,248,5/2015,1/10/1961
Vanessza,Kertész,Apor Péter u. 91.,Portelek,5152,Visa,4556268870923854,144,12/2018,4/11/1942
Malika,Kecskés,Teréz krt. 6.,Balatonakarattya,8172,MasterCard,5421681483091846,473,2/2019,11/1/1961
Cseke,Soós,Nagytétényi út 76.,Kiszombor,6775,MasterCard,5386915655545525,438,11/2019,4/28/1940
Tünde,Nemes,Kossuth Lajos u. 70.,Somberek,7728,Visa,4539769084384348,410,12/2017,11/24/1979
Rikard,Sántha,Tas vezér u. 82.,Bogyiszló,7132,Visa,4532095398754977,918,5/2016,12/1/1988
Darda,Borbély,Teréz krt. 23.,Magyaralmás,8071,Visa,4716695138433424,097,1/2019,11/21/1946
Katinka,Balogh,Tas vezér u. 14.,Diósbéreny,7072,MasterCard,5105979587932037,960,7/2019,2/13/1944
Szescõ,Ferenci,Hegyalja út 73.,Debrecen,4027,Visa,4929922806510603,830,10/2016,11/28/1946
Soma,Kecskés,Hegyalja út 69.,Pallagpuszta,4014,Visa,4929306076772145,829,4/2019,3/5/1944
Vivien,Asztalos,Kis Diófa u. 69.,Halogy,9917,Visa,4532935547882098,501,10/2018,4/6/1966
Miksa,Mauer,Baross tér 64.,Ziliz,3794,MasterCard,5495624311646200,868,1/2015,7/6/1982
Ernesztina,Fenyvessy,Kárpát u. 76.,Dáka,8592,Visa,4485448380039229,826,4/2015,5/17/1995
Tomaj,Illyés,Csabai kapu 52.,Budapest,1051,MasterCard,5174305317285551,211,1/2016,7/21/1964
Cintia,Szakáll,Tompa u. 33.,Butykatelep,4246,Visa,4485352904031714,827,7/2018,4/14/1981
Benjámin,Pálffi,Apor Péter u. 54.,Méhtelek,4975,MasterCard,5341726118661971,373,3/2019,5/18/1961
Roza,Katona,Csavargyár u. 4.,Zalaszentiván,8921,Visa,4716773151629721,662,8/2018,7/8/1986
Annamária,Pete,Tas vezér u. 32.,Kisszékely,7082,MasterCard,5123849223049728,663,4/2016,6/1/1963
Irenke,Sallai,Veres Pálné u. 27.,Gyomaendrôd,5500,MasterCard,5499369714269574,733,8/2019,2/9/1983
Mónika,Vigh,Kis Diófa u. 95.,Ôrimagyarósd,9933,MasterCard,5131591075921949,512,6/2015,7/5/1966
Andor,Bernát,Kossuth Lajos u. 12.,Orfû,7677,MasterCard,5507960930245107,708,1/2016,6/23/1972
Vázsony,Fekete,Király u. 85.,Bánkut,5752,Visa,4716968156362506,264,6/2017,9/22/1958
Renátó,Smidt,Tas vezér u. 4.,Bölcske,7025,MasterCard,5395014602801741,555,2/2017,8/21/1967
Ramóna,Gyôrffi,Csavargyár u. 62.,Nagykutas,8911,MasterCard,5283188020045464,556,2/2019,7/10/1955
Csilla,Szántó,Tompa u. 44.,Bodaszôlô,4224,Visa,4539264905449306,182,1/2016,3/13/1970
Martuska,Fodor,Agip u. 52.,Pécsbagota,7951,Visa,4539611763746613,027,12/2018,2/14/1950
Tabor,Hegedüs,Bem rkp. 1.,Aszaló,3841,Visa,4532486884835455,400,2/2016,3/27/1975
Éva,Szász,Csabai kapu 29.,Budapest,1034,MasterCard,5391359726518513,584,11/2018,9/10/1930
Aliz,Lôrincz,Kálmán Imre u. 6.,Pusztamérges,8785,MasterCard,5269576998212074,218,10/2019,9/15/1933
Bartalan,Thimár,Kálmán Imre u. 45.,Zalaszentjakab,8827,MasterCard,5107927972020130,764,12/2017,10/3/1992
Lél,Kalmár,Kárpát u. 5.,Borszörcsök,8479,MasterCard,5471920770229522,773,10/2018,11/30/1972
Medárd,Ujvári,Nánási út 93.,Balatonszárszó,8624,MasterCard,5329782215141710,288,1/2019,2/28/1978
Karole,Máthé,Izabella u. 60.,Kamond,8469,Visa,4556764811970806,500,10/2017,2/25/1940
Bodi,Tot,Izabella u. 2.,Ajka,8448,MasterCard,5504883047536890,733,1/2019,7/17/1938
Belle,Petheô,Izabella u. 7.,Kolontár,8468,Visa,4556066077171909,277,9/2018,10/1/1956
Brosca,Csordás,Erzsébet tér 98.,Hevesvezekény,3383,MasterCard,5127250676951633,922,5/2015,7/7/1944
Tabor,Gyarmathi,Nánási út 77.,Somogyfajsz,8708,Visa,4485431352810256,978,3/2018,8/8/1982
Kat,Pataky,Nánási út 8.,Alsóbélatelep,8644,Visa,4929989772266817,129,3/2019,2/23/1976
Czigany,Ujváry,Nagytétényi út 50.,Szeged,6757,Visa,4916154137044129,339,7/2015,1/20/1965
Vince,Kuntz,Agip u. 70.,Szigetvár,7900,MasterCard,5176501075389126,700,1/2016,4/7/1944
Bela,Pál,Erzsébet tér 62.,Eger,3323,Visa,4485974953999846,550,2/2018,8/11/1992
Sasa,Kántor,Dayka Gábor u. 48.,Öregcsertô,6311,Visa,4716199572637525,091,1/2019,6/18/1985
Orsolya,Illés,Hegedûs Gyula utca 8.,Csemô,2713,Visa,4532987509685415,849,6/2018,4/11/1967
Ond,Pethô,Budaörsi út 82.,Nyírgelse,4362,MasterCard,5163114860253195,988,10/2015,4/16/1941
Elizabet,Ujváry,Belgrád rkp. 45.,Sorkifalud,9774,MasterCard,5120165078325565,394,5/2019,8/6/1961
György,Bán,Síp utca 52.,Pilisborosjenô,2097,Visa,4539640003674285,758,7/2017,12/8/1947
Orkény,Bertha,Tompa u. 58.,Zsáka,4142,MasterCard,5109542360463848,222,3/2019,1/2/1983
Ervin,Szegedy,Szilágyi Erzsébet fasor 42.,Máza,7351,MasterCard,5290302461293787,963,6/2018,12/16/1940
Albert,Kósa,Bem rakpart 10.,Csaroda,4844,Visa,4716114620085122,669,8/2015,4/11/1975
Beatrix,Erôs,Szent Gellért tér 96.,Ózd,3604,MasterCard,5301021890911887,189,3/2019,7/23/1935
András,Benke,Tompa u. 58.,Derecske,4130,Visa,4539688790777621,469,7/2015,12/12/1960
Judit,Novák,Munkácsy Mihály út 7.,Mikebuda,2736,Visa,4716848014921455,934,7/2018,9/23/1962
Zsuzsi,Koncz,Tompa u. 40.,Báránd,4161,Visa,4929081583615265,367,7/2017,12/14/1994
Ozsvát,Markó,Erzsébet krt. 74.,Ráckeresztúr,2465,MasterCard,5577758704012660,318,9/2015,3/26/1995
Nikolett,Török,Izabella u. 69.,Zirc,8414,Visa,4532884957422310,425,1/2018,3/18/1948
Dorika,Lôrincz,Dózsa György út 68.,Miskolc,3529,MasterCard,5156410577790944,728,6/2015,8/15/1936
Julcsa,Szathmári,Tompa u. 12.,Nyírábrány,4264,Visa,4532124252795601,515,11/2019,11/20/1938
Karsa,Kárpáty,Agip u. 18.,Almamellék,7934,MasterCard,5292450664301994,698,12/2018,7/29/1954
Patrícia,Magyar,Árpád fejedelem útja 26.,Budapest,1204,Visa,4532584275690206,092,12/2016,2/7/1941
Bella,Lovas,Apor Péter u. 52.,Tószeg,5091,Visa,4716143946850711,427,5/2016,4/22/1973
Dorina,Majoros,Nyár utca 13.,Külsôsárd,8978,MasterCard,5137913648980554,751,11/2017,9/2/1979
Zsa-zsa,Hajnal,Bécsi utca 90.,Dör,9147,Visa,4916072637243183,448,1/2017,4/5/1956
Dorika,Saághy,Szent Gellért tér 59.,Kissikátor,3627,MasterCard,5418493183412982,934,2/2017,10/25/1955
Zsolt,Márkus,Síp utca 73.,Dunakeszi,2120,Visa,4916541630878278,045,10/2016,5/16/1956
Zaránd,Szigety,Agip u. 31.,Királyegyháza,7953,Visa,4716933385739643,824,1/2016,6/10/1938
Péter,Maier,Bem rakpart 59.,Kisar,4921,Visa,4485943347411073,815,7/2015,3/15/1992
Tzigane,Mester,Wesselényi u. 53.,Sarród,9435,MasterCard,5236899389387705,379,12/2017,2/25/1988
Katalin,Sebestyén,Tas vezér u. 81.,Várdomb,7146,MasterCard,5499892617688103,372,7/2018,12/22/1965
Menyhért,Salamon,Agip u. 82.,Mónosokor,7957,MasterCard,5293412297571137,671,9/2015,5/25/1976
Kardos,Baán,Dayka Gábor u. 73.,Pirtó,6414,Visa,4532862665330496,378,8/2019,1/13/1974
Brosca,Hajnal,Erzsébet krt. 89.,Ercsi,2453,Visa,4929599325138080,010,6/2016,3/24/1954
Ors,Császár,Tas vezér u. 36.,Tamási,7091,MasterCard,5217759693866237,107,11/2016,5/2/1933
Veronika,Jósa,Kárpát u. 92.,Takácsi,8541,MasterCard,5461279292627867,104,6/2016,11/17/1986
Zigana,Gál,Dayka Gábor u. 54.,Dunapataj,6328,MasterCard,5576308576572069,869,9/2018,9/15/1935
Piusz,Mauer,Izabella u. 9.,Gic,8435,MasterCard,5292355696213069,360,6/2018,5/5/1961
Anci,Hoffman,Szilágyi Erzsébet fasor 73.,Bakóca,7393,MasterCard,5545927847430597,445,12/2018,1/30/1966
Bora,Rácz,Izabella u. 33.,Halimba,8452,MasterCard,5476332775988638,037,7/2019,11/8/1955
Martuska,Bernát,Budaörsi út 5.,Berkesz,4521,MasterCard,5216965623205260,473,12/2015,4/18/1947
Elizabet,Danko,Kárpát u. 7.,Bakonyszücs,8572,Visa,4539616271117637,204,10/2015,9/7/1971
Robi,Hegedüs,Csavargyár u. 26.,Bezeréd,8934,Visa,4716757942383441,305,12/2017,10/11/1949
Natália,Sághy,Kálmán Imre u. 62.,Zalaszentjakab,8827,MasterCard,5142304896576356,522,2/2015,4/16/1971
Adony,Vida,Erzsébet krt. 88.,Hernád,2376,Visa,4539114100587840,559,6/2019,12/17/1967
Erzebet,Antall,Munkácsy Mihály út 74.,Hánta,2879,Visa,4539792657982793,273,2/2015,10/18/1984
Rikard,Szõke,Nánási út 81.,Buzsák,8695,Visa,4539469458434197,098,1/2017,5/20/1944
Orzsebet,Szepesi,Csavargyár u. 18.,Ôrtilos,8854,MasterCard,5137126093536702,704,12/2019,11/2/1986
Gabor,Csapó,Bem rakpart 96.,Tiszaadony,4833,Visa,4556954691612970,908,6/2015,6/25/1957
Rebeka,Szôlôssy,Tompa u. 88.,Bodaszôlô,4224,Visa,4485448247494237,421,6/2019,7/4/1952
Rez,Boros,Munkácsy Mihály út 43.,Lôrinci,3024,Visa,4929968215818384,254,10/2017,6/11/1971
Szescx,Gyôrffi,Munkácsy Mihály út 87.,Komárom,2903,MasterCard,5129623520958046,053,10/2015,4/2/1985
Zsofika,Ferenczy,Nánási út 48.,Táska,8696,Visa,4556863539485046,129,7/2016,9/1/1930
Anna,Gyarmathi,Tas vezér u. 88.,Bonyhád,7150,Visa,4556782620489727,375,5/2019,4/18/1983
Mónika,Hajdu,Veres Pálné u. 25.,Zsadány,5537,Visa,4539510924279169,630,12/2019,5/6/1993
Aranka,Tury,Rákóczi út 64.,Örvényes,8242,MasterCard,5438334908448347,341,4/2017,4/25/1967
Taksony,Sós,Dózsa György út 22.,Miskolc,3517,MasterCard,5250573001474610,645,11/2017,9/7/1948
Noémi,Sáry,Erzsébet krt. 38.,Sárisáp,2523,MasterCard,5173251105154917,201,8/2017,7/17/1952
Juci,Polyák,Baross tér 28.,Varbó,3778,MasterCard,5124698459922416,526,8/2019,2/21/1968
Nikolett,Kocsis,Dózsa György út 3.,Miskolc,3521,MasterCard,5241436418862599,373,1/2016,7/26/1959
Zsofika,Kádár,Kálmán Imre u. 22.,Ligetfalva,8782,Visa,4539709908231374,501,8/2016,5/1/1973
Mara,Göröncsér,Baross tér 47.,Galvács,3752,Visa,4485666877174437,026,4/2018,8/22/1947
Lilla,Csontos,Budaörsi út 3.,Nagycserkesz,4445,MasterCard,5553546086743780,886,11/2019,10/28/1977
Deco,Salamon,Árpád fejedelem útja 32.,Budapest,1192,Visa,4485390362373822,898,2/2016,4/28/1960
Ubul,Deák,Belgrád rkp. 71.,Pornóapáti,9796,Visa,4485212413653616,122,3/2015,4/16/1939
Dominik,Szölösi,Nyár utca 27.,Bácsa,9010,Visa,4916145172744060,876,12/2019,2/23/1991
